CustomerID	FirstName	LastName	Email	Gender	Country	SignupDate	Age	AnnualIncome	IsActive
196	Charlie	Smith	user196@example.com	M	USA	2023-07-15	37	89353	False
197	Bob	Smith	user197@example.com	M	Canada	2023-07-16	67	86532	True
198	Diana	Smith	user198@example.com	M	Australia	2023-07-17	41	46052	True
199	Charlie	Miller	user199@example.com	M	USA	2023-07-18	60	77076	False
200	Frank	Jones	user200@example.com	M	USA	2023-07-19	51	83420	False
201	Alice	Miller	user201@example.com	F	UK	2023-07-20	42	30671	False
202	Diana	Johnson	user202@example.com	F	Australia	2023-07-21	67	30163	False
203	Alice	Brown	user203@example.com	F	India	2023-07-22	46	71424	True
204	Frank	Jones	user204@example.com	F	Canada	2023-07-23	56	83744	True
205	Alice	Jones	user205@example.com	F	India	2023-07-24	48	100331	True
206	Bob	Jones	user206@example.com	M	Australia	2023-07-25	64	40634	False
207	Diana	Jones	user207@example.com	M	USA	2023-07-26	60	34798	False
208	Diana	Miller	user208@example.com	F	USA	2023-07-27	67	52420	False
209	Frank	Jones	user209@example.com	M	Australia	2023-07-28	40	59300	False
210	Bob	Williams	user210@example.com	F	USA	2023-07-29	61	119881	True
211	Charlie	Brown	user211@example.com	F	USA	2023-07-30	55	40749	True
212	Alice	Jones	user212@example.com	M	USA	2023-07-31	37	55121	False
213	Eve	Brown	user213@example.com	M	Canada	2023-08-01	40	67487	True
214	Alice	Williams	user214@example.com	M	Canada	2023-08-02	62	63361	False
215	Alice	Williams	user215@example.com	F	UK	2023-08-03	69	51223	False
216	Charlie	Brown	user216@example.com	M	India	2023-08-04	33	102930	True
217	Alice	Smith	user217@example.com	F	Australia	2023-08-05	67	44056	False
218	Bob	Johnson	user218@example.com	F	Australia	2023-08-06	59	58380	False
219	Bob	Smith	user219@example.com	F	Australia	2023-08-07	25	56035	True
220	Diana	Smith	user220@example.com	M	UK	2023-08-08	67	60620	False
221	Frank	Miller	user221@example.com	M	Canada	2023-08-09	38	49877	False
222	Eve	Smith	user222@example.com	F	UK	2023-08-10	18	85316	True
223	Alice	Jones	user223@example.com	M	Australia	2023-08-11	25	94041	False
224	Alice	Miller	user224@example.com	M	India	2023-08-12	46	83352	True
225	Charlie	Miller	user225@example.com	M	USA	2023-08-13	49	60911	False
226	Frank	Williams	user226@example.com	F	Canada	2023-08-14	55	62784	True
227	Bob	Smith	user227@example.com	F	Canada	2023-08-15	22	33191	True
228	Eve	Williams	user228@example.com	M	UK	2023-08-16	64	63160	True
229	Diana	Brown	user229@example.com	F	Canada	2023-08-17	39	94641	False
230	Bob	Johnson	user230@example.com	M	Australia	2023-08-18	64	79723	True
231	Frank	Miller	user231@example.com	M	Australia	2023-08-19	51	33631	True
232	Diana	Brown	user232@example.com	M	UK	2023-08-20	18	36172	True
233	Charlie	Brown	user233@example.com	M	Australia	2023-08-21	43	72080	True
234	Charlie	Jones	user234@example.com	F	India	2023-08-22	60	119097	True
235	Alice	Johnson	user235@example.com	F	UK	2023-08-23	27	50281	False
236	Frank	Brown	user236@example.com	F	India	2023-08-24	47	58671	False
237	Eve	Brown	user237@example.com	M	USA	2023-08-25	67	81431	False
238	Diana	Johnson	user238@example.com	M	India	2023-08-26	35	58602	False
239	Bob	Johnson	user239@example.com	M	USA	2023-08-27	34	118789	False
240	Frank	Brown	user240@example.com	F	USA	2023-08-28	43	81399	False
241	Frank	Johnson	user241@example.com	M	India	2023-08-29	25	53472	False
242	Charlie	Brown	user242@example.com	F	UK	2023-08-30	64	79230	True
243	Alice	Brown	user243@example.com	F	Australia	2023-08-31	57	103616	False
244	Alice	Jones	user244@example.com	F	Australia	2023-09-01	66	37099	True
245	Diana	Smith	user245@example.com	F	USA	2023-09-02	29	55431	True
246	Charlie	Brown	user246@example.com	F	USA	2023-09-03	44	86492	False
247	Frank	Williams	user247@example.com	F	UK	2023-09-04	25	77684	True
248	Eve	Miller	user248@example.com	M	Canada	2023-09-05	42	60111	True
249	Charlie	Smith	user249@example.com	M	India	2023-09-06	63	93936	True
250	Diana	Smith	user250@example.com	F	USA	2023-09-07	21	52614	True
251	Diana	Smith	user251@example.com	F	Australia	2023-09-08	50	71991	False
252	Charlie	Jones	user252@example.com	M	UK	2023-09-09	18	100476	False
253	Diana	Brown	user253@example.com	F	India	2023-09-10	36	90920	False
254	Charlie	Jones	user254@example.com	F	UK	2023-09-11	48	93530	False
255	Bob	Brown	user255@example.com	M	India	2023-09-12	33	66224	False
256	Charlie	Jones	user256@example.com	F	India	2023-09-13	31	37788	False
257	Charlie	Jones	user257@example.com	F	USA	2023-09-14	65	58082	False
258	Diana	Miller	user258@example.com	F	UK	2023-09-15	22	119570	False
259	Diana	Williams	user259@example.com	M	UK	2023-09-16	58	106816	False
260	Alice	Jones	user260@example.com	M	Australia	2023-09-17	43	113588	False
261	Alice	Miller	user261@example.com	M	Australia	2023-09-18	45	46531	True
262	Bob	Johnson	user262@example.com	F	USA	2023-09-19	19	118340	False
263	Alice	Williams	user263@example.com	F	USA	2023-09-20	67	74857	True
264	Charlie	Jones	user264@example.com	M	Canada	2023-09-21	23	40142	True
265	Diana	Smith	user265@example.com	F	Australia	2023-09-22	26	78355	True
266	Alice	Johnson	user266@example.com	F	India	2023-09-23	50	39866	True
267	Alice	Johnson	user267@example.com	F	UK	2023-09-24	58	100067	False
268	Bob	Miller	user268@example.com	F	USA	2023-09-25	42	94027	True
269	Frank	Johnson	user269@example.com	F	UK	2023-09-26	65	87906	False
270	Bob	Williams	user270@example.com	M	UK	2023-09-27	30	58138	False
271	Charlie	Jones	user271@example.com	F	Canada	2023-09-28	26	59956	True
272	Diana	Jones	user272@example.com	M	Australia	2023-09-29	30	106295	False
273	Bob	Smith	user273@example.com	F	USA	2023-09-30	48	35439	True
274	Alice	Miller	user274@example.com	M	UK	2023-10-01	58	77241	True
275	Diana	Smith	user275@example.com	F	USA	2023-10-02	28	72533	False
276	Diana	Johnson	user276@example.com	M	India	2023-10-03	21	58270	False
277	Alice	Smith	user277@example.com	F	Canada	2023-10-04	51	108815	True
278	Bob	Williams	user278@example.com	M	India	2023-10-05	55	69279	False
279	Alice	Jones	user279@example.com	F	USA	2023-10-06	63	53888	False
280	Frank	Johnson	user280@example.com	M	USA	2023-10-07	21	47630	False
281	Diana	Smith	user281@example.com	F	Australia	2023-10-08	55	91063	True
282	Eve	Miller	user282@example.com	M	UK	2023-10-09	36	65144	True
283	Eve	Williams	user283@example.com	M	UK	2023-10-10	23	82161	False
284	Charlie	Williams	user284@example.com	F	India	2023-10-11	51	107360	False
285	Alice	Smith	user285@example.com	F	Canada	2023-10-12	35	80979	False
286	Alice	Jones	user286@example.com	M	UK	2023-10-13	30	36979	False
287	Charlie	Smith	user287@example.com	F	Australia	2023-10-14	58	56189	False
288	Charlie	Johnson	user288@example.com	M	India	2023-10-15	40	72600	True
289	Charlie	Smith	user289@example.com	M	India	2023-10-16	36	89560	False
290	Diana	Williams	user290@example.com	M	Australia	2023-10-17	62	108040	True
291	Frank	Smith	user291@example.com	F	Canada	2023-10-18	28	91558	False
292	Alice	Jones	user292@example.com	M	Australia	2023-10-19	18	116205	True
293	Diana	Miller	user293@example.com	M	Canada	2023-10-20	41	36910	False
294	Charlie	Brown	user294@example.com	F	Australia	2023-10-21	24	87713	True
295	Alice	Smith	user295@example.com	F	Australia	2023-10-22	42	76857	False
296	Diana	Jones	user296@example.com	F	USA	2023-10-23	38	64964	True
297	Frank	Jones	user297@example.com	F	India	2023-10-24	32	115667	True
298	Diana	Miller	user298@example.com	M	Australia	2023-10-25	18	55227	True
299	Frank	Williams	user299@example.com	M	Australia	2023-10-26	29	35978	True
300	Charlie	Jones	user300@example.com	M	UK	2023-10-27	24	117527	True
301	Frank	Jones	user301@example.com	M	India	2023-10-28	32	47153	True
302	Alice	Jones	user302@example.com	F	UK	2023-10-29	38	89765	False
303	Charlie	Jones	user303@example.com	M	India	2023-10-30	36	69071	True
304	Alice	Johnson	user304@example.com	M	UK	2023-10-31	46	99519	False
305	Eve	Johnson	user305@example.com	F	Australia	2023-11-01	42	39503	False
306	Bob	Williams	user306@example.com	M	Australia	2023-11-02	50	90703	False
307	Frank	Smith	user307@example.com	M	USA	2023-11-03	66	94379	False
308	Bob	Jones	user308@example.com	M	UK	2023-11-04	49	87866	False
309	Bob	Miller	user309@example.com	M	Canada	2023-11-05	66	46905	True
310	Frank	Smith	user310@example.com	M	USA	2023-11-06	52	75838	True
311	Charlie	Miller	user311@example.com	M	UK	2023-11-07	61	88279	True
312	Eve	Smith	user312@example.com	F	UK	2023-11-08	55	119489	False
313	Alice	Williams	user313@example.com	F	USA	2023-11-09	43	56806	True
314	Diana	Jones	user314@example.com	M	Australia	2023-11-10	28	75000	True
315	Alice	Jones	user315@example.com	M	UK	2023-11-11	52	52168	True
316	Diana	Brown	user316@example.com	F	Australia	2023-11-12	25	100119	True
317	Alice	Miller	user317@example.com	M	USA	2023-11-13	63	68714	True
318	Frank	Smith	user318@example.com	M	Australia	2023-11-14	31	84093	False
319	Eve	Smith	user319@example.com	M	India	2023-11-15	27	85419	True
320	Diana	Johnson	user320@example.com	F	Canada	2023-11-16	19	79145	False
321	Charlie	Brown	user321@example.com	M	UK	2023-11-17	63	107425	False
322	Alice	Johnson	user322@example.com	F	Canada	2023-11-18	26	107811	False
323	Alice	Johnson	user323@example.com	M	Australia	2023-11-19	20	32461	False
324	Diana	Johnson	user324@example.com	F	UK	2023-11-20	38	44291	False
325	Charlie	Miller	user325@example.com	F	Australia	2023-11-21	43	76804	True
326	Charlie	Miller	user326@example.com	M	India	2023-11-22	25	106971	True
327	Frank	Williams	user327@example.com	F	USA	2023-11-23	65	94946	True
328	Frank	Williams	user328@example.com	M	UK	2023-11-24	19	114080	False
329	Frank	Johnson	user329@example.com	F	India	2023-11-25	23	91332	True
330	Frank	Brown	user330@example.com	M	India	2023-11-26	45	107794	True
331	Frank	Smith	user331@example.com	M	UK	2023-11-27	46	60841	False
332	Frank	Miller	user332@example.com	F	Australia	2023-11-28	43	78758	False
333	Eve	Brown	user333@example.com	M	India	2023-11-29	42	106272	False
334	Charlie	Jones	user334@example.com	M	Canada	2023-11-30	29	67643	False
335	Frank	Miller	user335@example.com	F	India	2023-12-01	22	80408	True
336	Charlie	Miller	user336@example.com	M	Australia	2023-12-02	51	73950	False
337	Charlie	Williams	user337@example.com	M	Australia	2023-12-03	65	86849	False
338	Bob	Smith	user338@example.com	F	Canada	2023-12-04	54	58044	True
339	Eve	Smith	user339@example.com	F	India	2023-12-05	32	45997	True
340	Frank	Jones	user340@example.com	M	Australia	2023-12-06	61	109751	False
341	Alice	Jones	user341@example.com	M	UK	2023-12-07	53	53911	True
342	Diana	Miller	user342@example.com	F	USA	2023-12-08	32	85533	False
343	Alice	Johnson	user343@example.com	F	USA	2023-12-09	60	112566	False
344	Eve	Williams	user344@example.com	M	USA	2023-12-10	65	44571	True
345	Diana	Williams	user345@example.com	F	India	2023-12-11	40	87941	True
346	Eve	Miller	user346@example.com	M	Canada	2023-12-12	23	88005	False
347	Charlie	Brown	user347@example.com	M	Australia	2023-12-13	63	116250	False
348	Diana	Johnson	user348@example.com	M	UK	2023-12-14	67	88712	False
349	Charlie	Miller	user349@example.com	M	UK	2023-12-15	61	73541	True
350	Alice	Johnson	user350@example.com	M	India	2023-12-16	60	53387	False
351	Alice	Johnson	user351@example.com	F	USA	2023-12-17	62	78908	False
352	Diana	Johnson	user352@example.com	F	India	2023-12-18	38	115457	False
353	Diana	Miller	user353@example.com	F	Canada	2023-12-19	40	43057	False
354	Frank	Williams	user354@example.com	F	Canada	2023-12-20	60	94028	False
355	Eve	Williams	user355@example.com	M	Australia	2023-12-21	33	85731	True
356	Frank	Johnson	user356@example.com	M	Australia	2023-12-22	64	54858	False
357	Eve	Brown	user357@example.com	M	Canada	2023-12-23	32	78689	False
358	Frank	Smith	user358@example.com	M	Canada	2023-12-24	42	74638	False
359	Charlie	Miller	user359@example.com	F	Canada	2023-12-25	53	76486	False
360	Diana	Smith	user360@example.com	M	India	2023-12-26	28	50567	True
361	Alice	Brown	user361@example.com	M	Canada	2023-12-27	68	59739	True
362	Eve	Miller	user362@example.com	F	UK	2023-12-28	32	87804	True
363	Eve	Johnson	user363@example.com	F	USA	2023-12-29	21	33754	False
364	Alice	Williams	user364@example.com	F	Canada	2023-12-30	38	57044	False
365	Frank	Smith	user365@example.com	F	USA	2023-12-31	30	97260	True
366	Eve	Jones	user366@example.com	M	India	2024-01-01	39	96912	True
367	Charlie	Jones	user367@example.com	M	USA	2024-01-02	36	38706	True
368	Diana	Brown	user368@example.com	F	India	2024-01-03	51	38894	False
369	Alice	Johnson	user369@example.com	M	UK	2024-01-04	31	48037	False
370	Diana	Smith	user370@example.com	M	India	2024-01-05	21	113986	True
371	Eve	Johnson	user371@example.com	M	India	2024-01-06	65	111942	True
372	Eve	Smith	user372@example.com	F	Australia	2024-01-07	69	81612	True
373	Alice	Brown	user373@example.com	M	Canada	2024-01-08	63	59725	False
374	Charlie	Brown	user374@example.com	F	Canada	2024-01-09	44	35926	False
375	Bob	Jones	user375@example.com	M	UK	2024-01-10	46	39496	False
376	Alice	Johnson	user376@example.com	M	UK	2024-01-11	64	86447	True
377	Bob	Miller	user377@example.com	M	Canada	2024-01-12	45	59806	True
378	Frank	Jones	user378@example.com	F	Australia	2024-01-13	52	118199	False
379	Bob	Johnson	user379@example.com	M	Canada	2024-01-14	25	71321	True
380	Charlie	Jones	user380@example.com	F	Australia	2024-01-15	33	95095	False
